 X,Y,amenity,name,cuisine,addr:street,addr:housenumber,addr:postcode,phone,website,addr:city,opening_hours,addr:state,takeaway,delivery,outdoor_seating,wheelchair,drink:beer,drink:wine,addr:country,smoking,cocktails,diet:vegetarian,drink:liquor,toilets,reservation,drink:coffee,payment:cash,name:en,email,payment:credit_cards,bar,diet:vegan,fax,happy_hours,internet_access,toilets:unisex,description,toilets:wheelchair,drink:tea,payment:debit_cards,capacity
-73.6758174,42.7362342975452,restaurant,Ali Baba,"turkish;mediterranean",15th Street,2243,,+1-518-273-2222,http://www.alibabacusine.com/,,Mo-Sa 10:00-22:00,,,,,,,,,,,,,,,,,,info@alibabacusine.com,,,,,,,,,,,,
-73.9700918,40.7524053975452,restaurant,Ali Baba's Terrace,turkish,2nd Avenue,862,10017,+1-212-888-8622,http://www.alibabasterrace.com/,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7345265,40.6641310975452,restaurant,Ali's Roti Shop,,,246-04,,+1-347-894-9559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.8792223,42.8996791975452,restaurant,Allen Street Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.8773197,42.8995981975452,restaurant,Allentown Pizza,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.864603,40.8653349975452,restaurant,Allerton Restaurant,,Allerton Avenue,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.0712086,43.0515520975452,restaurant,All Night Egg Plant,,Bridge Street,5781,13057,315 446 8178,,Syracuse,"Mo-Th 07:00-22:00; Fr-Sa 07:00-01:00; Su 07:00-16:00",NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-73.9633954,40.7100932975452,restaurant,All Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.4935661,43.1342459975452,restaurant,All Star Pizza,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9819036,40.6052312975452,restaurant,Almaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9532491,40.7457629975452,restaurant,Alobar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9190209,40.7428814975452,restaurant,Alpha Donuts,donuts,Queens Boulevard,45-16,,+1-718-472-4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9957992,40.7533457975452,restaurant,Alpha Fusion,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7613029,43.8374279975452,restaurant,Alpine Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8640998,40.8653395975452,restaurant,Al's Famous Pizza & Restaurant,,Allerton Avenue,786,,7187087056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.0787862,43.0653237975452,restaurant,Al's Village Diner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9681963,40.6801088975452,restaurant,Alta Calidad,mexican,Vanderbilt Avenue,552,11238,+1-718-622-1111,https://altacalidadbk.com,,"Mo-Th 11:00-23:00; Fr 11:00-24:00; Sa 11:00-24:00; Su 11:00-22:30",,,,sidewalk,,yes,yes,,,yes,,yes,,,,,,,,,,,"Mo-Fr 15:00-19:00; Sa-Su 11:00-17:00",,,,,,,
-78.752917,42.9076133975452,restaurant,Alton's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.6963067,42.8279745975452,restaurant,Alton's Restaurant,greek,Transit Road,2221,14059,,,Elma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.782328,40.9104971975452,restaurant,Alvin & Friends,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7512501,42.6526872975452,restaurant,Ama Cocina,mexican,Sheridan Avenue,4,12207,+1-518-776-4550,http://www.amacocina.com/,Albany,,NY,,,,,,,,,,,,,,,,,info@amacocina.com,,,,,,,,,,,,
-73.9520909,40.7234689975452,restaurant,Amami,"japanese;sushi",,,11222,+1 (917) 909-1568,http://amamibk.com/,,"Su-Th 12:00-23:00; Fr-Sa 12:00-00:00",,,,,,,,,,,,,,,,,Amami Bar Restaurant,amamibk@gmail.com,,,,,,,,,,,,
-73.9236569,40.7020214975452,restaurant,Amanda's Kitchen,salvadorian,Suydam Street,264,,+1-347-488-6297,,,,,yes,,,,,,,,,,,,,served,,,,,,,,,,,,,,,
-73.9628293,40.6869404975452,restaurant,Amandla,,Greene Avenue,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9847264,40.6980201975452,restaurant,Amarachi,,Bridge Street,189,,718-222-1010,https://www.amarachibrooklyn189.com,,"Mo-Th 11:00-23:00; Fr, Sa 11:00-02:00; Su 11:00-22:00",,,,,,,,,,,,,,,,,,amarachiprime@gmail.com,,,,,,,,,,,,
-73.9218056,40.7030750975452,restaurant,Amaranto,mexican,Hart Street,887,,+1-718-576-6001,https://amarantobklyn.com/,,"Mo-Th, Su 12:00-23:00; Fr, Sa 12:00-00:00",,yes,yes,,,,,,,yes,yes,,,yes,served,yes,,amarantobklyn@gmail.com,,,,,,,,,,,,
-73.9738297,40.7519481975452,restaurant,Amaze,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9621925,40.7590092975452,restaurant,Amaze,"Japanese;Chinese",1st Avenue,,,+1-212-688-8808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9768599,40.7854795975452,restaurant,Amaze Fusion & Lounge,japanese,Amsterdam Avenue,466,,+1-212-874-1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.998056,40.7161450975452,restaurant,Amazing 66,chinese,Mott Street,66,10013,,http://amazing66.com/,New York City,Mo-Su 11:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9692826,40.7504784975452,restaurant,Ambassador Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9794669,40.7761285975452,restaurant,Amber,japanese,Columbus Avenue,221,10023,,http://www.ambergroupnyc.com/amberupperwest/,New York,,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-78.132363,42.7408423975452,restaurant,Amber Lantern Brewing,,North Main Street,44,14569,,https://www.amberlanternbrewingcompany.com,Warsaw,,NY,yes,no,yes,yes,,,,outside,,,,,,,,,,,,,,,no,,,,,,
-78.8768814,42.9097614975452,restaurant,Ambrosia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6820424,43.3293027975452,restaurant,Ambrosia Diner,,Aviation Road,,12804,,,Queensbury,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0057689,40.7245102975452,restaurant,Amelia's Diner,"american;burger;wrap;breakfast",Varick Street,110,,+1-212-925-5998,https://www.ameliasnyc.com/,,"Mo-Fr 06:00-17:00; Sa 07:00-16:00",,yes,yes,yes,limited,,,,,,,,yes,yes,yes,yes,,,,,,+1-212-925-6323,,wlan,,,,,,
-73.9976557,40.7326969975452,restaurant,Amelie Wine Bar,,West 8th Street,22,10011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9745247,40.7886976975452,restaurant,Amelie Wine & Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0101564,40.7191271975452,restaurant,American Cut,steak,Greenwich Street,363,10013,+1 212 226-4736,https://www.americancutsteakhouse.com/,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9703599,40.7607198975452,restaurant,American Cut Steakhouse Midtown,"steak_house;modern",East 56th Street,109,10022,+1 212-388-5277,https://www.americancutsteakhouse.com/midtown,New York,"Mo-Th 17:00-22:00; Fr-Sa 17:00-23:00",NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.022342,42.3081423975452,restaurant,American House & Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9825772,40.7736010975452,restaurant,American Table Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.7497052,43.0352449975452,restaurant,Amherst Pizza & Ale House,pizza,,,,,http://www.amherstpizzaandalehouse.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.9056947,42.1018699975452,restaurant,Amici,italian_pizza,Henry St.,,13901,,,,Tu-Sa 09:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9386521,41.7056741975452,restaurant,Amici's,,Main Street,35,12601,,http://www.amicis-restaurant.com/,Poughkeepsie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5816293,43.1001642975452,restaurant,Amigos Cantina,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7922692,40.7108158975452,restaurant,Amina Thai,"asian;chinese",Hillside Avenue,169-22,11432,+1-718-880-1804,https://www.aminathai.com/,Jamaica,11:30-23:00,NY,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8718709,40.9863440975452,restaurant,Amjo's Culinary Corner,,Farragut Avenue,290,10706,,,Hastings-on-Hudson,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9683376,40.8003955975452,restaurant,Amla,indian,Broadway,2735,10025,,http://www.orderamla.com/,New York,Mo-Su 12:00-22:30,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-73.9446152,40.7114031975452,restaurant,Ammazzacaffè,"italian;coffee",Grand Street,702,,+1-929-250-2875,https://ammazzacaffe.nyc/,,"Tu-Th 17:00-23:30;Fr,Sa 17:00-24:00;Su 17:00-23:00",,yes,,yes,yes,,,,,,yes,,yes,yes,,yes,,,yes,,,,,,,,yes,,yes,
-73.977239,40.7542362975452,restaurant,ammos estiatorio,greek,,,,,https://ammosnewyork.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7552161,42.6492328975452,restaurant,Amo La Bella New York Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6980239,43.3298064975452,restaurant,Amore Pizza,pizza,Aviation Road,340,12804,+1 518 792 2285,https://www.amorepizzapie.com/,Queensbury,Mo-Su 11:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9691239,40.6775412975452,restaurant,Amorina,"italian;pizza",,,,+1-718-230-3030,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
-73.9882761,40.7595389975452,restaurant,Amorino Gelato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9189553,40.7656077975452,restaurant,Ample Hill,,30th Avenue,34-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9724729,40.7914725975452,restaurant,Amsterdam Burger Co,burger,Amsterdam Avenue,654,10025,,,New York,,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-74.1887214,42.9752815975452,restaurant,Amsterdam Diner,,NY-30,4790,12010,,,Amsterdam,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9701386,40.6467857975452,restaurant,Am Thai Bistro,thai,Church Avenue,1003,11218,,https://www.amthaibistro.com/,Brooklyn,"Su-Thu 11:30am-10:30pm, Fri-Sa 11:30am-11pm",NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-73.9540704,40.7749658975452,restaurant,Amura,japanese,2nd Avenue,1567,,+1-212-772-1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9502299,40.8024602975452,restaurant,Amy Ruth's,southern,West 116th Street,113,10026,+1-212-280-8779,http://amyruths.com,,24/7,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.825134,42.9520958975452,restaurant,Amy's Place,"american;middle_eastern",Main Street,3234,14214,,www.amysplacebuffalo.com,Buffalo,Mo-Su 07:00-21:00,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-73.9558046,40.7494486975452,restaurant,Anable Basin Sailing,bar&grill,44th Drive,4-40,11101,,http://www.anablebasin.com/,Long Island City,,NY,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9529989,40.6948195975452,restaurant,Anaiah's Restaurant,latin_american,Myrtle Avenue,744,,+1-718-858-8868,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,
-73.9601599,40.7614174975452,restaurant,Anatolia,mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9904274,40.7179677975452,restaurant,An Choi,vietnamese,Orchard Street,85,10002,,,New York,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.0612934,43.0838769975452,restaurant,Anchor Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6997183,40.6615037975452,restaurant,Ancona Pizzaria & Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8526082,40.6936222975452,restaurant,And,,Jamaica Avenue,92-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9452769,40.7827949975452,restaurant,Andaman Thai Bistro,thai,1st Avenue,1843,,+1 212-722-5671,http://andamanbistro.com,,"Mo-Th 11:30-22:00; Fr, Sa 11:30-22:30; Su 12:00-22:00",,yes,yes,,,yes,,,,yes,,,,yes,,,,,,,,,Mo-Su 16:00-20:00,,,,,,,
-78.6922613,43.1327061975452,restaurant,Anderson's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9898634,40.7516741975452,restaurant,Andrews Coffee Shop,american,7th Avenue,463,10018,+1-212-695-1962,https://andrewsny.com/,New York,"Mo-Fr 06:00-24:00; Sa,Su 07:00-24:00",NY,yes,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,yes,,
-73.9500177,40.6833902975452,restaurant,Angela's,caribbean,Nostrand Avenue,417,11216,+1 718 552 2297,,,,,,,yes,,draught,yes,,,,,,,,,,,,,,,,,,,,,,,
-73.9763206,40.7651878975452,restaurant,Angela’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9855924,40.7307633975452,restaurant,Angelica Kitchen,vegetarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6718131,40.6560257975452,restaurant,Angelina's,italian,Atlantic Avenue,30,,,,Lynbrook,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.2513558,40.5134027975452,restaurant,Angelina's,italian,Ellis Street,399,10312,+1 718 227-2900,http://angelinasristorante.com/,Staten Island,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9525807,41.4181422975452,restaurant,Angelina's,pizza,,,,845-265-7078,http://www.angelinascoldspring.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8710603,40.7748516975452,restaurant,Angelina's Panini Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6540029,43.3314777975452,restaurant,Angelina's Pizza,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9684577,40.7571634975452,restaurant,Angelo Bellini,,,,10022,(212) 980-2900,http://www.angelobellini.com,,Mo-Su 11:30-22:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7486679,42.6533342975452,restaurant,Angelo's 677 Prime,steak_house,Broadway,677,,518-427-7463,,Albany,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6674265,40.6774975975452,restaurant,Angelo's Pizza,pizza,Hempstead Avenue,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8629293,40.7505732975452,restaurant,Angelo's Pizza,,103rd Street,39-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7893434,42.6015774975452,restaurant,Angelo's Pizza & Pasta,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7559131,42.6461867975452,restaurant,Angelo's Submarine,sandwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9140437,40.6850824975452,restaurant,Angie's Cafe & Grill,"Spanish;diner",Broadway,1637,,+1-718-573-7765,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
-76.1311029,43.0521772975452,restaurant,Angottis Family Restaurant,,Burnet Avenue,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.0516116,42.1428069975452,restaurant,Aniello's Pizzeria,pizza,East Market Street,68,14830,607-962-2060,,"Corning, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.985005,40.7365723975452,restaurant,Anisette. Cafe. Bistro.,french,3rd Avenue,226,,,http://www.anisettenyc.com,,Mo-Su 11:00-22:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9827218,40.7425693975452,restaurant,Anjappar,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9864408,40.7606569975452,restaurant,An'nam,vietnamese,West 48th Street,234,10036,,https://www.annamnyc.com/,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7390971,40.6755038975452,restaurant,Annie's Restaurant,caribbean,Merrick Boulevard,251-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0025709,40.7326055975452,restaurant,Annisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9733554,40.7900953975452,restaurant,Anthi's Greek Food,greek,Amsterdam Avenue,614A,10024,+1 212-787-1007,,New York,,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-71.9456491,41.0335626975452,restaurant,Anthony's Pancake & Waffle House,,Montauk Highway,710,11954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8963266,40.7048138975452,restaurant,Antica Trattoria,italian,Fresh Pond Road,68-10,,(718) 386-1559,,,Mo-Su 12:00-22:00,,,,,yes,,,,,,yes,,,,,,,,yes,,,,,,,,,,,
-77.05797,42.1434467975452,restaurant,Antoinette's Restaurant,,Denison Parkway West,81,14830,,,Corning,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8025881,42.6569780975452,restaurant,Anton,greek,New Scotland Avenue,577,12208,,,Albany,,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-76.2255735,43.1392275975452,restaurant,Antonio's Liverpool Pizzeria,pizza,Oswego Road,7608,13090,+1-315-622-0045,https://antoniosny.com/22380,Liverpool,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0743954,41.8470792975452,restaurant,Antonio's Pizzeria,"pizza;italian",Bridge Plaza,1030,12472,,,Rosendale,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8866614,40.8541712975452,restaurant,Antonio's Trattoria,italian,Belmont Avenue,2370,10458,+1 718 733-6630,https://www.antoniostrattoria.com/,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8500608,42.6890186975452,restaurant,Anuntie Anne's,,Crossgates Mall Road,,12203,,,Albany,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-74.0040243,40.7328036975452,restaurant,AOC,,Bleecker Street,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9862023,40.7605662975452,restaurant,Aoki,japanese,West 48th Street,234,10036,,http://aokijapanese.com/,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9996117,40.6749931975452,restaurant,Aperture,"italian;pizza",,,,+1-718-522-5301,http://www.apertureoncourt.com,,"Mo-Th 16:00-24:00; Fr 16:00-02:00; Sa 11:00-02:00; Su 11:00-24:00",,,yes,garden,,draught,yes,,,,,,,,,,,,,,,,,,,,,,,
-76.1100874,42.7984412975452,restaurant,A Pizza & More,pizza,Elm Street,6,13159,,,Tully,"Mo-Th 11:00-21:00; Fr-Sa 11:00-22:00; Su 12:00-20:00",NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-75.9446836,43.9742144975452,restaurant,Apollo Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9361207,40.7132054975452,restaurant,A-Pou’s Taste,,,,,,,,Mo-Sa 07:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.2032828,43.1013370975452,restaurant,appeThaizing,thai,1st Street,105,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9811102,40.6897792975452,restaurant,Applebee's,american,,,,,,,,NY,,,,,draught,yes,,,yes,,yes,yes,,,,,,,,,,,,,,,,,
-73.7034323,40.7077105975452,restaurant,Applebee's,chicken,Hempstead Turnpike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5026747,43.1933639975452,restaurant,Applebee's,,Empire Boulevard,1955,14580,+1-585-787-0570,https://restaurants.applebees.com/ny/webster-90020.html,Webster,,NY,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8706295,40.7348306975452,restaurant,Applebee's Grill + Bar,american,Queens Boulevard,90-15,11373,+1 718-271-7999,https://www.applebees.com/en/restaurants-elmhurst-ny/9015-queens-blvd-98076,Elmhurst,"Mo-Th 11:00-23:00; Fr, Sa 11:00-24:00; Su 11:00-22:00",NY,yes,yes,,yes,yes,,,,yes,,,,,,,,,,,,,,wlan,,,,,,
-73.6503371,43.3333019975452,restaurant,Applebee's Neighborhood Grill & Bar,american,Quaker Road,255,12804,,,Queensbury,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.1046693,42.1541445975452,restaurant,Applebee's Neighborhood Grill & Bar,american,Silverback Ln,3149,14870,,https://www.applebees.com/,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9837559,40.7614452975452,restaurant,Applebee's Neighborhood Grill & Bar,american,West 50th Street,205,10019,,,New York,"Su-Th 07:00-24:00; Fr-Sa 07:00-01:00",NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-74.0721356,41.4984317975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,+18455670910,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5921373,40.7408764975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,"Mo-Th 11:00-00:30, Fr-Sa 11:00-02:00, Su 11:00-00:00",NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.4852556,42.4818777975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,"Mo-Th,Su 11:00-24:00;Fr,Sa 11:00-01:00",NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9226603,40.7555706975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,,NY,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,
-73.8733441,40.6539568975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9465683,40.6800664975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.0377035,40.7763260975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4090391,40.8161055975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.1278027,41.3174162975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7476157,43.1022218975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.9945606,43.0222916975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.2274426,43.1246170975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.3079151,43.0935544975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.9469532,43.9754680975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.5483392,42.9490351975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.6961209,42.8822098975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.6963097,42.9838828975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.4435533,43.0710791975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.6891278,43.1314257975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.9753145,43.0967611975452,restaurant,Applebee's Neighborhood Grill & Bar,american,,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7979968,40.7043673975452,restaurant,Applebee’s Neighborhood Grill & Bar,american,Jamaica Avenue,161-21,11432,+1-347-571-0921,https://www.applebees.com/en/restaurants-queens-ny/161-21-jamaica-avenue-76083,,"11:00-23:00; Fr 11:00-00:00",,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9310516,42.8712640975452,restaurant,Applebee’s Neighborhood Grill & Bar,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4944988,44.6955005975452,restaurant,Applebee’s Neighborhood Grill & Bar,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9824427,40.7646805975452,restaurant,Applejack Diner,diner,Broadway,1725,10019,+1 212-586-6075,http://www.applejackdiner.com/,,24/7,,,yes,yes,,yes,yes,,,yes,,,,,,,,applejackdiner@yahoo.com,,,,+1 212-586-6079,,,,,,,,
-74.0038185,40.7252575975452,restaurant,Aquagrill,,Spring Street,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9721848,40.7607818975452,restaurant,Aquavit,scandinavian,East 55th Street,65,10022,+1 212-307-7311,http://www.aquavit.org,New York,"Mo-Fr 11:45-14:30, 17:30-22:00;Sa 17:30-22:00;Su off",New York,,,,,,,,,,,,,only,,,,info@aquavit.org,,,,,,,,,,,,
-73.5598073,40.7779488975452,restaurant,Arby,,N. Broadway,,9,,,Hicksville New York,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,
-78.6984799,42.9649845975452,restaurant,Arby’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9454171,40.7191170975452,restaurant,Archie's Pizza,pizza,Graham Avenue,457,11222,,http://www.grandmarosespizzabrooklyn.com/,Brooklyn,,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-73.9841108,44.2836527975452,restaurant,Arena Bar and Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8884857,40.7469232975452,restaurant,Arepa Lady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8432604,40.6712173975452,restaurant,Arepalicious,colombian,Cross Bay Boulevard,137-20,,,,Ozone Park,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
