house_name,LNG,LAT,price,streetAddress,postcode,house_type,ZCTA,nearest_3theaters_index,most_common_cuisine,num_rests_within_500m,nearest_5rests_index,distance_from_subway,nearest_subway
Great spacious 4br - lots of light - close to C train - no fee,-73.921901,40.676131,"$2,199",PACIFIC ST.,11233,Apartment,11233,"[74, 6, 112]",chinese,5,"[131, 1446, 431, 671, 524]",149.12906328485303,Ralph Av
Lebron James likes this apartment,-73.953787,40.664514,"$1,850",Rogers Ave.,11225,Apartment,11225,"[112, 74, 1]",mexican,3,"[1330, 1293, 542, 485, 609]",331.0905981465265,Sterling St
***Spacious 1 Bedroom Ground Floor***,-73.9221,40.8662,"$1,995",,10034,Apartment,10034,"[6, 74, 62]",latin_american,3,"[169, 610, 30, 539, 259]",251.43865542238103,Inwood-207 St
Great 2br 1bth - next to Graham L - heat &hot water incl -hurry !,-73.938805,40.713876,"$2,250",devoe street,11211,Apartment,11206,"[74, 6, 112]",american,4,"[939, 937, 266, 837, 807]",215.8799164857802,Grand St
Best Deal in Town!!!,-73.995675,40.689101,"$1,675",147 Amity Street,11249,Apartment,11201,"[91, 58, 15]",american,25,"[762, 279, 318, 695, 88]",278.59497337652243,Carroll St
Furnished Home in the country on the Brandywine,-75.70713,39.927642,"$2,400",410 Brandywine Drive,19375,Apartment,10307,"[42, 110, 93]",,0,"[834, 1455, 1145, 1234, 124]",162681.6105242967,Tottenville
Great 2br 1bth - next to Graham L - heat &hot water incl -hurry !,-73.938805,40.713876,"$2,250",devoe street,11211,Apartment,11206,"[74, 6, 112]",american,4,"[939, 937, 266, 837, 807]",215.8799164857802,Grand St
High ceiling apt for rent by owner,-73.957904,40.708427,"$1,790",297 broadway,11211,Apartment,11211,"[112, 1, 74]",latin_american,7,"[225, 1196, 1423, 1105, 366]",16.47866734243508,Marcy Av
Williamsburg!  In front of train stop!By Owner 2 bedroom,-73.957904,40.708427,"$1,950",297 BROADWAY,11211,Apartment,11211,"[112, 1, 74]",latin_american,7,"[225, 1196, 1423, 1105, 366]",16.47866734243508,Marcy Av
Amazing 4 Bed in Great Bed-Stuy Location | Video Inside,-73.941979,40.687163,"$2,412",Gates,11216,Apartment,11221,"[74, 112, 6]",american,3,"[1014, 440, 1306, 266, 807]",255.25911816380048,Kingston-Throop Avs
GUT RENOVATED 1 BR W/LAUNDRY IN BUILDING - 1/2/3 & A/B/C/D TRAINS,-73.9507,40.8246,"$1,900",,10031,Apartment,10031,"[6, 74, 62]",japanese,3,"[493, 1092, 83, 53, 330]",70.89833562795405,145 St
Proper Design. Smartly Prices. Ready For Move In!,-73.4358,41.1222,"$1,995",32 Prospect Street,6850,Apartment,10464,"[6, 74, 62]",,0,"[527, 559, 575, 476, 127]",39086.75607705513,Far Rockaway-Mott Av
APARTMENT FOR RENT,-73.766134,40.71862,"$2,700",15-12 201st Street,11423,Apartment,11423,"[6, 74, 62]",,0,"[635, 530, 950, 832, 281]",1975.000675002225,Jamaica-179 St
SUPER MINT TWO BEDROOM ** NO BROKER FEES ** EMPTY & READY FOR MOVE IN,-73.9149,40.7627,"$1,995",,11103,Apartment,11103,"[6, 74, 62]",sushi,10,"[219, 1263, 13, 100, 112]",262.8601092784736,46 St
NO FEE - MUST SEE! High End 3 BR Apartment Available Now!,-73.930004,40.70169,"$2,750",250 Melrose St,11247,Apartment,11206,"[74, 6, 112]",mexican,27,"[1377, 1291, 1372, 717, 212]",289.0294886061667,Kosciuszko St
SUPER MINT ONE BED + PETS OK + BACKYARD,-73.9149,40.7627,"$1,800",,11103,Apartment,11103,"[6, 74, 62]",sushi,10,"[219, 1263, 13, 100, 112]",262.8601092784736,46 St
"Big 2br w/ dishwasher, rooms on opposite sides+large living room",-73.952837,40.671876,"$2,195",763 St John's Pl,11225,Apartment,11216,"[112, 74, 1]",mexican,8,"[1293, 1330, 485, 609, 857]",269.1331539717529,President Street-Medgar Evers College
SUPER MINT STUDIO + PETS OK + LAUNDY + BACKYARD,-73.9149,40.7627,"$1,650",,11103,Apartment,11103,"[6, 74, 62]",sushi,10,"[219, 1263, 13, 100, 112]",262.8601092784736,46 St
*No Fee & 2 Months Free* 3 Bed 2 Bath w/ Laundry in Unit *Astoria* Nea,-73.90636,40.77347,$2962.00,21-81 38TH ST.,11105,Apartment,11105,"[6, 74, 62]",greek,2,"[1300, 1245, 1199, 13, 112]",632.7632358580648,Astoria-Ditmars Blvd
Prime Bed-Stuy 3 Bed Duplex Priced to Move! Video Inside,-73.942516,40.687196,"$2,084",Gates,11216,Apartment,11221,"[74, 112, 6]",american,3,"[440, 1014, 1306, 266, 807]",289.9316704684303,Kingston-Throop Avs
NOW OFFERING ONE MONTH FREE<-------------------------------,-73.5435,41.0888,"$1,830",,6905,Apartment,10464,"[6, 74, 62]",,0,"[1321, 470, 562, 1124, 289]",28026.726115267298,Far Rockaway-Mott Av
Luxury 4 Bedroom Apartment in Williamsburg,-73.942763,40.713216,"$4,650",280 Ainslie Street,11211,Apartment,11206,"[74, 6, 112]",coffee,8,"[807, 808, 50, 97, 266]",149.32096390467132,Graham Av
1BED/1BATH AT PROSPECT PARK --1 PARKING SPOT INCLUDED*****************,-73.539,41.0531,"$1,750",,6904,Apartment,10464,"[6, 74, 62]",,0,"[1321, 470, 559, 562, 289]",27869.573361744737,Far Rockaway-Mott Av
***Huge 2 Bedroom Near Ft. Tryon Park***,-73.9221,40.8662,"$2,296",,10034,Apartment,10034,"[6, 74, 62]",latin_american,3,"[169, 610, 30, 539, 259]",251.43865542238103,Inwood-207 St
4 Bed 2 bath on Broadwayyyyyyy $3713,-73.9507,40.8246,"$3,713",,10031,Apartment,10031,"[6, 74, 62]",japanese,3,"[493, 1092, 83, 53, 330]",70.89833562795405,145 St
"FLEXIBLE LEASE TERMS ________$20 FOR HEAT, WATER, GAS & TRASH REMOVAL",-73.5435,41.0888,"$1,830",,6905,Apartment,10464,"[6, 74, 62]",,0,"[1321, 470, 562, 1124, 289]",28026.726115267298,Far Rockaway-Mott Av
***Large 1 Bedroom Near Ft. Tryon Park***,-73.9221,40.8662,"$1,708",,10034,Apartment,10034,"[6, 74, 62]",latin_american,3,"[169, 610, 30, 539, 259]",251.43865542238103,Inwood-207 St
"$2,1oo  2Bed 1Bath Building",-73.924011,40.74052,$2,,11104,Apartment,11104,"[74, 6, 62]",colombian,9,"[337, 735, 1247, 1117, 1079]",100.41165619092811,40 St-Lowery St
417 East 81st St #2C Beautiful Studio BRICK fireplace SEPERATE kitchen,-73.950412,40.773229,"$1,750",81st,10028,Apartment,10028,"[74, 6, 62]",japanese,67,"[1083, 521, 794, 855, 522]",209.55887150591766,86 St
3BR in the hart of Crown Heights Huge !!!❤🐱‍🐉🐱‍👓❤👌🎁,-73.950001,40.675204,"$2,350",st marks st,11216,Apartment,11216,"[74, 112, 1]",caribbean,6,"[1293, 609, 857, 57, 485]",167.70169431124336,Nostrand Av
1br - no fee Cozy bright 1 bedroom w fireplace in Quiet Townhouse,-73.97687,40.792077,"$2,250",West 92 St.,10024,Apartment,10024,"[59, 12, 7]",japanese,15,"[6, 45, 647, 308, 173]",127.90201800050116,86 St
Brand New Building Massive Studio!! Crown Heights !!!❤🐱‍👓🐱‍🐉,-73.947146,40.675944,"$2,000",bergen street,11216,Apartment,11213,"[74, 112, 1]",caribbean,6,"[609, 857, 1293, 57, 440]",390.0136171506533,Nostrand Av
"NICE 1BED WITH BALCONY, PARKING.CLOSE NYPQ/MAIN ST.SMALL PET OK",-73.8226,40.7536,"$1,650",137 ST,11355,Apartment,11355,"[6, 74, 62]",chinese,11,"[1053, 515, 1018, 556, 661]",846.8217833933045,Flushing-Main St
Brand New Building With lots of lots of light !!Studio Bedstuy❤🐱‍🐉🎁,-73.949715,40.68107,"$1,999",macon street,11216,Apartment,11216,"[74, 112, 1]",caribbean,6,"[857, 609, 57, 485, 54]",81.41202643510711,Nostrand Av
"Hudson River Views, 2 bed 2 bath $3644 *******",-73.9507,40.8246,"$3,644",,10031,Apartment,10031,"[6, 74, 62]",japanese,3,"[493, 1092, 83, 53, 330]",70.89833562795405,145 St
beautiful Huge 2BR with #GARDEN Bedstuy !❤🐱‍🐉🐱‍👓🎁❤🎁,-73.946727,40.682914,"$2,660",hancock st,11216,Apartment,11216,"[74, 112, 1]",caribbean,5,"[440, 1014, 857, 57, 609]",418.29541073163404,Nostrand Av
"Beautiful 1BR 1Bath,Crown Height next to the A,C train",-73.947647,40.670597,"$1,850",New york ave,11213,Apartment,11213,"[74, 112, 1]",caribbean,4,"[1293, 609, 857, 57, 440]",314.3054545656692,Nostrand Av
Living by the River.... 2 Bed $2590!!!!!!!!!!!,-73.9507,40.8246,"$2,590",,10031,Apartment,10031,"[6, 74, 62]",japanese,3,"[493, 1092, 83, 53, 330]",70.89833562795405,145 St
"Pet friendly 1,200 sqft 1bd with home office (2bd option), W/D in unit",-73.9858,40.7651,"$3,150",W50th St,10101,Apartment,10019,"[33, 30, 50]",diner,31,"[1335, 1151, 1371, 1364, 253]",83.64758739796055,50 St
"$1,5oo Pet Freindly STUDIO w/Rooftop",-73.924009,40.74499,$1,,11104,Apartment,11104,"[74, 6, 62]",colombian,9,"[1117, 1247, 735, 337, 1079]",37.23470462766128,40 St-Lowery St
"$1,5oo ALL UTILITIES INCLUDED - 1br",-73.891215,40.745765,$1,,11372,Apartment,11373,"[6, 74, 62]",thai,3,"[1152, 1273, 684, 654, 733]",30.37279485709158,Jackson Hts-Roosevelt Av
----2 MO FREE---NO FEE---LUXURY 2 BED 2 BATH---PRIME LIC----PRIVATE TE,-73.95768,40.744644,$3995.00,,11109,Apartment,11109,"[74, 112, 1]",pizza,7,"[1201, 1033, 255, 116, 1012]",459.98792901413253,Vernon Blvd-Jackson Av
"$1,6oo 1Bed 1Bath w/All Utilities Included",-73.899631,40.741378,$1,,11377,Apartment,11372,"[6, 74, 62]",Nepali,5,"[1150, 1077, 676, 850, 898]",287.27677294477036,65 St
"⎝NO FEE! -1 stop from city-Views-Waterfront Lux PH 1 Br*Gym,Pool,Deck*",-73.967353,40.715233,"$3,888",Kent Ave,10158,Apartment,11211,"[112, 1, 24]",american,5,"[150, 842, 361, 15, 9]",835.5724183509927,Clinton-Washington Avs
⎝NO FEE+2 Mth Free : Views + LUXURY=Spacious 1 br*Pool+Sundeck+Gym*,-73.998413,40.760872,"$3,171",W 42 St,10018,Apartment,10036,"[20, 96, 94]",american,20,"[311, 1129, 482, 797, 749]",417.8441488840927,34 St-Hudson Yards
Hells Kitchen/Columbus Circle 1B1B $3180 Nov move-in,-73.984873,40.763657,"$3,180",888 8th Ave,10101,Apartment,10019,"[66, 33, 23]",diner,34,"[1151, 1335, 617, 195, 68]",128.32415269770198,50 St
apartment 2 bedroom,-73.9216,40.7436,"$2,200",45,11104,Apartment,11104,"[6, 74, 62]",colombian,10,"[1397, 1396, 1285, 337, 735]",268.704754413707,40 St-Lowery St
"⎝NO FEE+2 Months Free =LUX RENO Spacious Studio >Sundeck, Gym, View<",-73.99734,40.756295,"$2,142",West 37 St,10018,Apartment,10018,"[20, 96, 98]",american,32,"[311, 1215, 482, 1129, 749]",327.86275087186965,23 St
⭐⭐⭐ HUGE 2BR <~~~~~~~~~~~~~ w/ OUTDOOR SPACE ⭐⭐⭐,-73.918,40.7006,"$2,300",Weirfield st.,11237,Apartment,11237,"[74, 6, 62]",mexican,43,"[806, 607, 979, 700, 25]",109.61551288903297,DeKalb Av
Large 875 ft2 1 br on central UES,-73.962929,40.766559,"$2,875",3rd avenue,10065,Apartment,10065,"[113, 112, 1]",french,16,"[1136, 1087, 44, 227, 157]",115.36846905997126,68 St-Hunter College
Large 1 Bedroom / 1.5 Bath with wrap around Terrance,-73.974044,40.747296,"$3,550",38th st,10016,Apartment,10016,"[112, 1, 34]",japanese,23,"[151, 494, 829, 167, 420]",255.77280295282017,Grand Central-42 St
"⎝NO FEE! - 1 stop from city- Waterfront Luxury 2 br *Gym,Views,Deck*",-73.942462,40.748653,"$4,000",Crescent St,11101,Apartment,11101,"[74, 6, 62]",italian,5,"[197, 516, 603, 306, 504]",165.45099930218953,Court Sq
"⎝NO FEE+2 Mths Free > LUX RENO Flex 4 BR >Sundeck, Pool, Gym, View<",-73.947515,40.765065,"$4,885",River Road,10162,Apartment,10044,"[74, 6, 62]",thai,11,"[1350, 934, 1032, 111, 615]",555.6170890633023,Court Sq-23 St
⭐⭐⭐ 1BR~ BRaND NeW~  •laundry • backyard • 15mins NYC<~~~~~~~~~~~~,-73.9069,40.745,"$1,950",58st,11377,Apartment,11104,"[6, 74, 62]",Nepali,5,"[1245, 850, 1269, 676, 1077]",262.59050322681173,Northern Blvd
⭐***1CUARTO APARTAMENTO ***⭐,-73.8438,40.6588,"$1,500",78st,11414,Apartment,11414,"[6, 74, 62]",,0,"[480, 932, 724, 847, 204]",669.24253699786,Rockaway Blvd
3 Bedroom apt with huge common living space!!,-73.9349,40.6505,"$2,350",E 46,11203,Apartment,11203,"[74, 112, 6]",,0,"[393, 142, 1306, 1284, 431]",606.5479025291366,Crown Hts-Utica Av
1 Bedroom Apartment in Forest Hills,-73.8473,40.7229,"$1,725",,11375,Apartment,11375,"[6, 74, 62]",glatt_kosher,2,"[1164, 743, 1239, 222, 724]",311.2660749613566,Forest Hills-71 Av
⭐Walk In Studio $1300<~~~~~~~~~~~~~~~~~~~~~~~~~READY NOW⭐⭐⭐,-73.8195,40.728,"$1,300",Union tpke,11367,Apartment,11367,"[6, 74, 62]",pizza,4,"[138, 852, 866, 29, 377]",595.272022045066,Briarwood
"⎝NO FEE + 3 MONTH FREE! > UWS ULTRA LUX 1 br >Sundeck, Gym, View<",-73.983285,40.775114,"$3,282",West 67th St,10023,Apartment,10023,"[97, 7, 12]",diner,21,"[229, 1137, 1264, 918, 85]",130.20393955818872,66 St-Lincoln Center
No fee ___ Spectacular 3BR / 2BA for rent __ Private BACKYARD ____,-73.952768,40.675355,"$3,620",St Marks Av,11216,Apartment,11216,"[112, 74, 1]",mexican,8,"[485, 1293, 1330, 609, 857]",303.69710739056904,Nostrand Av
No fee ___ Spectacular 3BR / 2BA duplex __ Private BACKYARD ____,-73.919256,40.712006,"$3,499",Charlotte St,11247,Apartment,11385,"[74, 6, 62]",mexican,22,"[1162, 1181, 386, 607, 806]",268.7947546230364,DeKalb Av
Beautiful no fee apt with Backyard ☀️🌳 in the heart of Bed Stuy,-73.946727,40.682914,"$2,600",Hancock Street,11216,Apartment,11216,"[74, 112, 1]",caribbean,5,"[440, 1014, 857, 57, 609]",418.29541073163404,Nostrand Av
⭐HUGE + RENOVATED 2BR w/ OUTDOOR SPACE<~~~~ ⭐⭐⭐,-73.918,40.7006,"$2,300",weirfield,11237,Apartment,11237,"[74, 6, 62]",mexican,43,"[806, 607, 979, 700, 25]",109.61551288903297,DeKalb Av
NICE BIG ROOMS W/BALCONY * GOOD BUILDING,-73.943428,40.71677,"$2,275",Jackson St,11211,Apartment,11222,"[74, 6, 112]",coffee,8,"[807, 808, 50, 97, 266]",97.10035020688036,Graham Av
"NO FEE + One month Free! Spacious 3 Bd with W/D; 4/5/6, L & N/Q/R Line",-73.9796,40.7262,"$4,500",,10009,Apartment,10009,"[24, 60, 75]",thai,14,"[397, 402, 26, 300, 103]",268.55842605311756,1 Av
!!WAY!! UNDER **SUNNY** PRICE 1 BED STEPS TO PROSPECT PARK,-73.956478,40.656711,"$1,650",Winthrop,11225,Apartment,11225,"[112, 1, 24]",pizza,4,"[1274, 444, 1074, 542, 883]",467.0085739541771,Franklin Avenue-Medgar Evers College
Large 5 bedroom Yonkers NY,-73.896654,40.916074,"$3,000",,10705,Apartment,10471,"[6, 74, 62]",,0,"[529, 925, 437, 370, 309]",854.6783400177917,Van Cortlandt Park-242 St
"*DEAL* PLG studio!! RENT STABILIZED!! By B, Q & S Trains!! *SEXY*",-73.960877,40.660897,"$1,550",Lincoln Rd,11225,Apartment,11225,"[112, 24, 60]",pizza,5,"[1074, 444, 883, 307, 495]",153.81125846227073,Prospect Park
*PRIME CROWN HEIGHTS BIG 2 BED* STABILIZED,-73.941694,40.674748,"$1,995",Kingston Ave,11213,Apartment,11213,"[74, 112, 1]",american,3,"[1014, 440, 1306, 609, 857]",172.5238725850964,Kingston Av
*SMOKING HOT 1 BED ON FRANKLIN AVE* BIG BIG BIG!!,-73.958927,40.668021,"$1,850",Franklin ave,11225,Apartment,11225,"[112, 1, 24]",pizza,7,"[883, 1074, 542, 444, 568]",79.6271291557347,Botanic Garden
"Sunny 1 Bed Gem, Only 2 Blocks to R Train, MUST SEE!",-73.985429,40.678344,"$2,000",252 3rd Avenue,11217,Apartment,11215,"[58, 91, 60]",italian,45,"[1409, 1050, 1149, 87, 320]",259.78250105361485,Union St
*SMOKIN* NO FEE GIANT 3 BED 2 BATH IN SEXY PROSPECT LEFFERTS GARDENS,-73.96056,40.659496,"$2,595",Midwood,11225,Apartment,11225,"[112, 24, 60]",pizza,5,"[1074, 444, 1274, 883, 307]",165.80249336427698,Parkside Av
"Stunning 3Bed/2Bath, Massive Private Deck, Steps to Union St. R Train!",-73.983285,40.677058,"$4,000",228 Fourth Avenue,11217,Apartment,11215,"[58, 60, 24]",diner,56,"[763, 614, 236, 194, 498]",21.007488795262333,Union St
"NO FEE Gorgeous 2 Bed Bushwick Abode, Steps to Train!",-73.918329,40.688528,"$2,150",1111 Putnam Avenue,11221,Apartment,11221,"[74, 6, 112]",chinese,31,"[671, 1138, 578, 873, 131]",207.73763661347553,Halsey St
Sunny Studio - No Brokers,-73.9588,40.7685,"$1,675",,10021,Apartment,10075,"[74, 113, 112]",diner,17,"[1413, 398, 28, 340, 214]",42.80681007015019,72 St
"424 WEA/81st, SS/Granite Kit, WEA's Only Luxury Postwar Rental, NO FEE",-73.980481,40.785281,"$5,150",424 WEST END AVENUE,10023,Apartment,10024,"[59, 12, 7]",japanese,20,"[828, 711, 1415, 6, 75]",75.11049954154399,79 St
"424 WEA/81st, SS/Granite Kit, WEA's Only Luxury Postwar Rental, NO FEE",-73.980481,40.785281,"$4,695",424 WEST END AVENUE,10023,Apartment,10024,"[59, 12, 7]",japanese,20,"[828, 711, 1415, 6, 75]",75.11049954154399,79 St
3 Br for $2100 in THE HEART OF LITTLE ITALY,-73.8895,40.8633,"$2,100",2400,10458,Apartment,10458,"[6, 74, 62]",italian,11,"[437, 370, 1128, 588, 65]",318.24652396896386,Bedford Park Blvd-Lehman College
Huge 2 Bedroom Basement With Brick Walls,-73.881661,40.844594,"$1,570",E 180th St.,10460,Apartment,10460,"[6, 74, 62]",,0,"[945, 412, 309, 65, 370]",223.03161651540753,West Farms Sq-E Tremont Av
NO FEE LIMITED TIME MIDWOOD APTS. DSJ Realty 718 266-3700,-73.989132,40.606456,"$1,779",Kings Highway,11214,Apartment,11214,"[58, 91, 60]",chinese,2,"[387, 961, 810, 930, 553]",370.9962557601447,25 Av
3br SMITH ST. in COBBLE HILL--Central Historic Downtown Broo,-73.992534,40.68386,"$3,000",Smith St.,11245,Apartment,11231,"[58, 91, 15]",italian,23,"[657, 267, 114, 88, 120]",198.68366425658095,Bergen St
"No Fee- Renovated 1BR on Haven Ave, Laundry in building,",-73.942,40.8382,"$1,895",,10032,Apartment,10032,"[6, 74, 62]",barbecue,7,"[341, 1392, 681, 585, 627]",219.88615955478932,168 St-Washington Hts
OCT 1 MOVE IN - 2 Bed East Harlem - Spacious!,-73.9371,40.8011,"$1,975",east 124th,10035,Apartment,10035,"[6, 74, 62]",mexican,8,"[1170, 1065, 1281, 1072, 541]",108.41415874263868,125 St
3 bedroom  in Greenwood Heights/South Slope Historic B,-73.993971,40.665421,"$2,750",17th Str,11215,Apartment,11215,"[58, 91, 15]",italian,11,"[992, 959, 987, 120, 503]",122.20341286821295,Prospect Av
3BR BOERUM HILL HISTORIC DOWNTOWN BROOKLYN (Atlantic Ave.),-73.98159,40.685731,"$3,100",Atlantic Ave,11217,Apartment,11217,"[58, 60, 24]",american,34,"[846, 798, 1354, 498, 487]",144.43697502141697,Nevins St
OCT FREE LARGE MIDTOWN 1 BR WITH PARADE VIEWS – SUBLET OR 1 YEAR LEASE,-73.978139,40.763024,"$2,997",101 West 55th Street,10105,Apartment,10019,"[48, 28, 7]",italian,28,"[213, 783, 1308, 155, 679]",81.95191150549945,57 St
this apartment will make all your friends jealous!,-74.0013,40.7101,"$2,450",,10090,Apartment,10038,"[55, 107, 72]",chinese,39,"[18, 1000, 1267, 331, 446]",252.6966989994705,Chambers St
Sun drenched corner unit with oversized windows!,-74.0135,40.7085,"$2,200",,10006,Apartment,10006,"[35, 110, 61]",american,14,"[187, 286, 1309, 166, 47]",42.956329150078886,Rector St
"Large, bright, Williamsburg apartment",-73.945,40.6451,"$3,800",N 3rd,11203,Apartment,11203,"[74, 112, 1]",,0,"[1293, 609, 1014, 440, 857]",410.81549381845514,Newkirk Av
"Large One Bedroom / One Bath - On Sakura Park, Steps from Columbia!!",-73.961549,40.813014,"$2,450",140 Claremont Avenue,10115,Apartment,10027,"[62, 6, 113]",japanese,7,"[363, 1195, 1430, 507, 597]",327.904116555052,116 St-Columbia University
UWS 1 Bdrm with Washer & Dryer,-73.953046,40.803442,"$3,295",219B  West 116th Street,10026,Apartment,10026,"[6, 74, 62]",chinese,9,"[53, 1092, 1275, 1103, 690]",191.1612089163717,Central Park North (110 St)
Brand New PLG Studio,-73.9612,40.6612,"$1,700",,11225,Apartment,11225,"[112, 24, 60]",pizza,6,"[1074, 444, 883, 307, 495]",117.00320531820645,Prospect Park
Park Views! Large 1 Bed / 1 Bath - Steps from Columbia University!!,-73.961549,40.813014,"$2,600",140 Claremont Avenue,10115,Apartment,10027,"[62, 6, 113]",japanese,7,"[363, 1195, 1430, 507, 597]",327.904116555052,116 St-Columbia University
Columbia University - Two Bedroom Sponsor Unit,-73.959267,40.815346,"$2,400","31 Tiemann Place, 43",10027,Apartment,10027,"[62, 6, 74]",italian,5,"[507, 363, 330, 321, 218]",99.7810652699708,125 St
Very Large Two Bedroom - Columbia University Area,-73.959267,40.815346,"$2,800","31 Tiemann Place, 31",10027,Apartment,10027,"[62, 6, 74]",italian,5,"[507, 363, 330, 321, 218]",99.7810652699708,125 St
"Rent Stab, Elevator, Laundry, Renovated, King Size BR, Outdoor Space",-73.934266,40.855581,"$1,950",Bennett Avenue,10040,Apartment,10040,"[6, 74, 62]",american,11,"[720, 931, 1286, 693, 497]",106.3179535695377,190 St
NO BROKER FEE - Astoria Gem w/ Gorgeous Master,-73.924854,40.758551,"$2,800",34th St,11106,Apartment,11106,"[6, 74, 62]",italian,16,"[691, 1132, 750, 121, 722]",124.17206387427828,Broadway
3 Bedroom Ridgewood Queens,-73.8961,40.7036,"$2,100",6091 Putnam Street,11385,Apartment,11385,"[6, 74, 62]",chinese,69,"[1459, 63, 479, 439, 295]",83.5267193579087,Fresh Pond Rd
No Fee! Luxurious Large 1.5 Bed 1 Bath + Private Balcony! Kensington,-73.97202,40.633902,"$2,395",ocean parkway,11230,Apartment,11218,"[24, 60, 58]",pizza,2,"[8, 7, 1334, 907, 357]",527.188154837608,Avenue I
massive 3bed 1 bath no fee!!!!,-73.9274,40.6907,"$2,350",1346 myrtle,11221,Apartment,11221,"[74, 6, 112]",mexican,36,"[524, 1475, 1284, 977, 717]",177.01908285121436,Kosciuszko St
近地鐵Sunnyside nice 2beds  Apt for rent,-73.9216,40.7436,"$1,800",40st,11104,Apartment,11104,"[6, 74, 62]",colombian,10,"[1397, 1396, 1285, 337, 735]",268.704754413707,40 St-Lowery St
Bright and beautiful 2 bed / 2 bath! Don't wait to call us home!,-73.813752,41.051977,"$3,295",290 E Main St.,10523,Apartment,10466,"[6, 74, 62]",,0,"[1047, 1229, 394, 891, 675]",5414.919966285765,Eastchester-Dyre Av
"Sunny, newly renovated 1 BR apartment in central Harlem",-73.938611,40.810512,"$1,780",4 East 132nd Street,10037,Apartment,10037,"[6, 74, 62]",mexican,4,"[1065, 1043, 1281, 1170, 585]",226.36647341727277,125 St
NO FEE! Brand New 2Bed 1Bath W/Laundry in unit! Close to Franklin Ave!,-73.948878,40.675217,"$2,495",st marks ave,11216,Apartment,11216,"[74, 112, 1]",caribbean,4,"[609, 1293, 857, 57, 485]",235.3561282420783,Nostrand Av
近地鐵 Elmhurst nice 1 Bedroom with private balcony for rent,-73.8776,40.7351,"$1,800",90st,11373,Apartment,11373,"[6, 74, 62]",,0,"[170, 734, 419, 119, 66]",72.48357416340764,Grand Av-Newtown
"Swanky 4 bed, Bright, queen beds, outdoor space! Trendy location",-73.927588,40.701762,"$2,650",Troutman st,11247,Apartment,11221,"[74, 6, 112]",mexican,48,"[747, 23, 717, 208, 212]",122.07597892362404,Central Av
